Country,Indicator_x,Unit_Measure(T),Pesticide_Type,Year,Tonnes,Indicator_y,Unit_Measure(kg/ha),Kg_per_ha
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,1998,44.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1998,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),1998,113.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,1998,92.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,1998,174.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1998,184.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),1998,450.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,1998,265.0,Pesticides Use per area of cropland,Kilogram per hectare,3.56
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,1998,164.0,Pesticides Use per area of cropland,Kilogram per hectare,3.56
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1998,196.0,Pesticides Use per area of cropland,Kilogram per hectare,3.56
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),1998,625.0,Pesticides Use per area of cropland,Kilogram per hectare,3.56
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,1998,5683.0,Pesticides Use per area of cropland,Kilogram per hectare,1.73
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,1998,9810.0,Pesticides Use per area of cropland,Kilogram per hectare,1.73
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1998,7127.0,Pesticides Use per area of cropland,Kilogram per hectare,1.73
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),1998,22620.0,Pesticides Use per area of cropland,Kilogram per hectare,1.73
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,1998,468.0,Pesticides Use per area of cropland,Kilogram per hectare,0.67
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,1998,403.0,Pesticides Use per area of cropland,Kilogram per hectare,0.67
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1998,469.0,Pesticides Use per area of cropland,Kilogram per hectare,0.67
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),1998,1340.0,Pesticides Use per area of cropland,Kilogram per hectare,0.6699999999999999
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,1998,940.0,Pesticides Use per area of cropland,Kilogram per hectare,0.88
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,1998,909.0,Pesticides Use per area of cropland,Kilogram per hectare,0.88
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1998,889.0,Pesticides Use per area of cropland,Kilogram per hectare,0.88
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),1998,2738.0,Pesticides Use per area of cropland,Kilogram per hectare,0.88
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,1999,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,1999,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1999,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),1999,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,1999,215.0,Pesticides Use per area of cropland,Kilogram per hectare,1.19
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,1999,50.0,Pesticides Use per area of cropland,Kilogram per hectare,1.19
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1999,17.0,Pesticides Use per area of cropland,Kilogram per hectare,1.19
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),1999,282.0,Pesticides Use per area of cropland,Kilogram per hectare,1.1900000000000002
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,1999,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,1999,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1999,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),1999,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,1999,43.0,Pesticides Use per area of cropland,Kilogram per hectare,0.03
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,1999,13.0,Pesticides Use per area of cropland,Kilogram per hectare,0.03
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1999,29.0,Pesticides Use per area of cropland,Kilogram per hectare,0.03
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),1999,85.0,Pesticides Use per area of cropland,Kilogram per hectare,0.030000000000000002
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,1999,63.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,1999,44.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1999,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),1999,107.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,1999,92.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,1999,174.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1999,184.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),1999,450.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,1999,219.0,Pesticides Use per area of cropland,Kilogram per hectare,2.97
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,1999,138.0,Pesticides Use per area of cropland,Kilogram per hectare,2.97
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1999,164.0,Pesticides Use per area of cropland,Kilogram per hectare,2.97
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),1999,521.0,Pesticides Use per area of cropland,Kilogram per hectare,2.9699999999999998
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,1999,6297.0,Pesticides Use per area of cropland,Kilogram per hectare,1.85
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,1999,10139.0,Pesticides Use per area of cropland,Kilogram per hectare,1.85
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1999,7763.0,Pesticides Use per area of cropland,Kilogram per hectare,1.85
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),1999,24199.0,Pesticides Use per area of cropland,Kilogram per hectare,1.85
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,1999,464.0,Pesticides Use per area of cropland,Kilogram per hectare,0.71
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,1999,479.0,Pesticides Use per area of cropland,Kilogram per hectare,0.71
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1999,539.0,Pesticides Use per area of cropland,Kilogram per hectare,0.71
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),1999,1482.0,Pesticides Use per area of cropland,Kilogram per hectare,0.71
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,1999,947.0,Pesticides Use per area of cropland,Kilogram per hectare,0.83
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,1999,907.0,Pesticides Use per area of cropland,Kilogram per hectare,0.83
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1999,917.0,Pesticides Use per area of cropland,Kilogram per hectare,0.83
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),1999,2771.0,Pesticides Use per area of cropland,Kilogram per hectare,0.83
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2000,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2000,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2000,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2000,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2000,282.0,Pesticides Use per area of cropland,Kilogram per hectare,1.07
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,2000,65.0,Pesticides Use per area of cropland,Kilogram per hectare,1.07
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2000,22.0,Pesticides Use per area of cropland,Kilogram per hectare,1.07
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),2000,369.0,Pesticides Use per area of cropland,Kilogram per hectare,1.07
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,2000,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,2000,2.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2000,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),2000,3.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,2000,56.0,Pesticides Use per area of cropland,Kilogram per hectare,0.03
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,2000,18.0,Pesticides Use per area of cropland,Kilogram per hectare,0.03
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2000,36.0,Pesticides Use per area of cropland,Kilogram per hectare,0.03
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),2000,110.0,Pesticides Use per area of cropland,Kilogram per hectare,0.03
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,2000,80.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,2000,111.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2000,3.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2000,194.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2000,212.0,Pesticides Use per area of cropland,Kilogram per hectare,1.61
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2000,401.0,Pesticides Use per area of cropland,Kilogram per hectare,1.61
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2000,425.0,Pesticides Use per area of cropland,Kilogram per hectare,1.61
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2000,1038.0,Pesticides Use per area of cropland,Kilogram per hectare,1.61
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,2000,212.0,Pesticides Use per area of cropland,Kilogram per hectare,2.89
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,2000,134.0,Pesticides Use per area of cropland,Kilogram per hectare,2.89
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2000,161.0,Pesticides Use per area of cropland,Kilogram per hectare,2.89
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),2000,507.0,Pesticides Use per area of cropland,Kilogram per hectare,2.89
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,2000,6465.0,Pesticides Use per area of cropland,Kilogram per hectare,1.89
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,2000,10021.0,Pesticides Use per area of cropland,Kilogram per hectare,1.89
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2000,8290.0,Pesticides Use per area of cropland,Kilogram per hectare,1.89
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),2000,24776.0,Pesticides Use per area of cropland,Kilogram per hectare,1.89
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,2000,460.0,Pesticides Use per area of cropland,Kilogram per hectare,0.76
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,2000,555.0,Pesticides Use per area of cropland,Kilogram per hectare,0.76
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2000,609.0,Pesticides Use per area of cropland,Kilogram per hectare,0.76
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2000,1624.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7600000000000001
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,2000,954.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,2000,905.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2000,945.0,Pesticides Use per area of cropland,Kilogram per hectare,0.79
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),2000,2804.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7900000000000001
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2001,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2001,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2001,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2001,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2001,329.0,Pesticides Use per area of cropland,Kilogram per hectare,2.17
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,2001,76.0,Pesticides Use per area of cropland,Kilogram per hectare,2.17
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2001,25.0,Pesticides Use per area of cropland,Kilogram per hectare,2.17
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),2001,430.0,Pesticides Use per area of cropland,Kilogram per hectare,2.17
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,2001,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.03
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,2001,2.0,Pesticides Use per area of cropland,Kilogram per hectare,0.03
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2001,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.03
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),2001,3.0,Pesticides Use per area of cropland,Kilogram per hectare,0.03
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,2001,69.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,2001,23.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2001,42.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),2001,134.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,2001,62.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,2001,89.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2001,5.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2001,156.0,Pesticides Use per area of cropland,Kilogram per hectare,0.06
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2001,216.0,Pesticides Use per area of cropland,Kilogram per hectare,1.64
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2001,409.0,Pesticides Use per area of cropland,Kilogram per hectare,1.64
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2001,433.0,Pesticides Use per area of cropland,Kilogram per hectare,1.64
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2001,1058.0,Pesticides Use per area of cropland,Kilogram per hectare,1.64
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,2001,173.0,Pesticides Use per area of cropland,Kilogram per hectare,2.36
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,2001,109.0,Pesticides Use per area of cropland,Kilogram per hectare,2.36
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2001,133.0,Pesticides Use per area of cropland,Kilogram per hectare,2.36
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),2001,415.0,Pesticides Use per area of cropland,Kilogram per hectare,2.36
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,2001,6079.0,Pesticides Use per area of cropland,Kilogram per hectare,1.83
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,2001,9300.0,Pesticides Use per area of cropland,Kilogram per hectare,1.83
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2001,8316.0,Pesticides Use per area of cropland,Kilogram per hectare,1.83
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),2001,23695.0,Pesticides Use per area of cropland,Kilogram per hectare,1.8299999999999998
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,2001,456.0,Pesticides Use per area of cropland,Kilogram per hectare,0.84
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,2001,632.0,Pesticides Use per area of cropland,Kilogram per hectare,0.84
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2001,679.0,Pesticides Use per area of cropland,Kilogram per hectare,0.84
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2001,1767.0,Pesticides Use per area of cropland,Kilogram per hectare,0.84
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,2001,961.0,Pesticides Use per area of cropland,Kilogram per hectare,0.82
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,2001,903.0,Pesticides Use per area of cropland,Kilogram per hectare,0.82
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2001,973.0,Pesticides Use per area of cropland,Kilogram per hectare,0.82
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),2001,2837.0,Pesticides Use per area of cropland,Kilogram per hectare,0.8200000000000001
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2002,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2002,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2002,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2002,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2002,327.0,Pesticides Use per area of cropland,Kilogram per hectare,1.76
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,2002,76.0,Pesticides Use per area of cropland,Kilogram per hectare,1.76
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2002,25.0,Pesticides Use per area of cropland,Kilogram per hectare,1.76
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),2002,428.0,Pesticides Use per area of cropland,Kilogram per hectare,1.76
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,2002,4.0,Pesticides Use per area of cropland,Kilogram per hectare,0.1
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,2002,6.0,Pesticides Use per area of cropland,Kilogram per hectare,0.1
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2002,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.1
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),2002,10.0,Pesticides Use per area of cropland,Kilogram per hectare,0.1
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,2002,81.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,2002,28.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2002,49.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),2002,158.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,2002,43.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,2002,67.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2002,7.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2002,117.0,Pesticides Use per area of cropland,Kilogram per hectare,0.04000000000000001
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2002,202.0,Pesticides Use per area of cropland,Kilogram per hectare,1.54
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2002,382.0,Pesticides Use per area of cropland,Kilogram per hectare,1.54
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2002,405.0,Pesticides Use per area of cropland,Kilogram per hectare,1.54
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2002,989.0,Pesticides Use per area of cropland,Kilogram per hectare,1.54
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,2002,292.0,Pesticides Use per area of cropland,Kilogram per hectare,3.95
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,2002,182.0,Pesticides Use per area of cropland,Kilogram per hectare,3.95
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2002,223.0,Pesticides Use per area of cropland,Kilogram per hectare,3.95
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),2002,697.0,Pesticides Use per area of cropland,Kilogram per hectare,3.95
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,2002,6295.0,Pesticides Use per area of cropland,Kilogram per hectare,1.93
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,2002,9663.0,Pesticides Use per area of cropland,Kilogram per hectare,1.93
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2002,9009.0,Pesticides Use per area of cropland,Kilogram per hectare,1.93
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),2002,24967.0,Pesticides Use per area of cropland,Kilogram per hectare,1.93
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,2002,451.0,Pesticides Use per area of cropland,Kilogram per hectare,0.93
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,2002,708.0,Pesticides Use per area of cropland,Kilogram per hectare,0.93
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2002,750.0,Pesticides Use per area of cropland,Kilogram per hectare,0.93
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2002,1909.0,Pesticides Use per area of cropland,Kilogram per hectare,0.93
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,2002,968.0,Pesticides Use per area of cropland,Kilogram per hectare,0.82
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,2002,901.0,Pesticides Use per area of cropland,Kilogram per hectare,0.82
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2002,1000.0,Pesticides Use per area of cropland,Kilogram per hectare,0.82
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),2002,2869.0,Pesticides Use per area of cropland,Kilogram per hectare,0.82
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2003,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2003,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2003,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2003,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2003,286.0,Pesticides Use per area of cropland,Kilogram per hectare,1.94
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,2003,66.0,Pesticides Use per area of cropland,Kilogram per hectare,1.94
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2003,22.0,Pesticides Use per area of cropland,Kilogram per hectare,1.94
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),2003,374.0,Pesticides Use per area of cropland,Kilogram per hectare,1.94
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,2003,4.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,2003,4.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2003,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),2003,8.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,2003,94.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,2003,34.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2003,56.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),2003,184.0,Pesticides Use per area of cropland,Kilogram per hectare,0.05
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,2003,25.0,Pesticides Use per area of cropland,Kilogram per hectare,0.03
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,2003,45.0,Pesticides Use per area of cropland,Kilogram per hectare,0.03
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2003,10.0,Pesticides Use per area of cropland,Kilogram per hectare,0.03
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2003,80.0,Pesticides Use per area of cropland,Kilogram per hectare,0.029999999999999992
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2003,64.0,Pesticides Use per area of cropland,Kilogram per hectare,0.49
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2003,121.0,Pesticides Use per area of cropland,Kilogram per hectare,0.49
