Country,Indicator_x,Unit_Measure(T),Pesticide_Type,Year,Tonnes,Indicator_y,Unit_Measure(kg/ha),Kg_per_ha
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2015,2060.0,Pesticides Use per area of cropland,Kilogram per hectare,0.58
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2015,150.0,Pesticides Use per area of cropland,Kilogram per hectare,1.15
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2015,283.0,Pesticides Use per area of cropland,Kilogram per hectare,1.15
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2015,299.0,Pesticides Use per area of cropland,Kilogram per hectare,1.15
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2015,732.0,Pesticides Use per area of cropland,Kilogram per hectare,1.15
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,2015,165.0,Pesticides Use per area of cropland,Kilogram per hectare,3.0
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,2015,183.0,Pesticides Use per area of cropland,Kilogram per hectare,3.0
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2015,192.0,Pesticides Use per area of cropland,Kilogram per hectare,3.0
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),2015,540.0,Pesticides Use per area of cropland,Kilogram per hectare,3.0
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,2015,8653.0,Pesticides Use per area of cropland,Kilogram per hectare,3.04
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,2015,13306.0,Pesticides Use per area of cropland,Kilogram per hectare,3.04
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2015,12598.0,Pesticides Use per area of cropland,Kilogram per hectare,3.04
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),2015,34557.0,Pesticides Use per area of cropland,Kilogram per hectare,3.04
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,2015,398.0,Pesticides Use per area of cropland,Kilogram per hectare,1.09
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,2015,1701.0,Pesticides Use per area of cropland,Kilogram per hectare,1.09
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2015,1664.0,Pesticides Use per area of cropland,Kilogram per hectare,1.09
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2015,3763.0,Pesticides Use per area of cropland,Kilogram per hectare,1.09
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,2015,1099.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,2015,549.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2015,360.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),2015,2008.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2016,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2016,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2016,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2016,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2016,561.0,Pesticides Use per area of cropland,Kilogram per hectare,2.83
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,2016,129.0,Pesticides Use per area of cropland,Kilogram per hectare,2.83
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2016,43.0,Pesticides Use per area of cropland,Kilogram per hectare,2.83
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),2016,733.0,Pesticides Use per area of cropland,Kilogram per hectare,2.8299999999999996
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,2016,69.0,Pesticides Use per area of cropland,Kilogram per hectare,0.21
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,2016,4.0,Pesticides Use per area of cropland,Kilogram per hectare,0.21
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2016,2.0,Pesticides Use per area of cropland,Kilogram per hectare,0.21
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),2016,75.0,Pesticides Use per area of cropland,Kilogram per hectare,0.21
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,2016,259.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,2016,102.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2016,144.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),2016,505.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,2016,657.0,Pesticides Use per area of cropland,Kilogram per hectare,0.53
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,2016,923.0,Pesticides Use per area of cropland,Kilogram per hectare,0.53
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2016,366.0,Pesticides Use per area of cropland,Kilogram per hectare,0.53
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2016,1946.0,Pesticides Use per area of cropland,Kilogram per hectare,0.53
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2016,129.0,Pesticides Use per area of cropland,Kilogram per hectare,0.99
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2016,244.0,Pesticides Use per area of cropland,Kilogram per hectare,0.99
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2016,258.0,Pesticides Use per area of cropland,Kilogram per hectare,0.99
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2016,631.0,Pesticides Use per area of cropland,Kilogram per hectare,0.9899999999999999
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,2016,191.0,Pesticides Use per area of cropland,Kilogram per hectare,3.51
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,2016,218.0,Pesticides Use per area of cropland,Kilogram per hectare,3.51
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2016,226.0,Pesticides Use per area of cropland,Kilogram per hectare,3.51
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),2016,635.0,Pesticides Use per area of cropland,Kilogram per hectare,3.51
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,2016,8223.0,Pesticides Use per area of cropland,Kilogram per hectare,2.89
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,2016,12644.0,Pesticides Use per area of cropland,Kilogram per hectare,2.89
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2016,11971.0,Pesticides Use per area of cropland,Kilogram per hectare,2.89
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),2016,32838.0,Pesticides Use per area of cropland,Kilogram per hectare,2.89
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,2016,394.0,Pesticides Use per area of cropland,Kilogram per hectare,1.13
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,2016,1777.0,Pesticides Use per area of cropland,Kilogram per hectare,1.13
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2016,1734.0,Pesticides Use per area of cropland,Kilogram per hectare,1.13
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2016,3905.0,Pesticides Use per area of cropland,Kilogram per hectare,1.13
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,2016,1099.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,2016,549.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2016,360.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),2016,2008.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2017,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2017,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2017,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2017,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2017,717.0,Pesticides Use per area of cropland,Kilogram per hectare,3.61
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,2017,166.0,Pesticides Use per area of cropland,Kilogram per hectare,3.61
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2017,55.0,Pesticides Use per area of cropland,Kilogram per hectare,3.61
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),2017,938.0,Pesticides Use per area of cropland,Kilogram per hectare,3.6100000000000003
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,2017,78.0,Pesticides Use per area of cropland,Kilogram per hectare,0.2
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,2017,2.0,Pesticides Use per area of cropland,Kilogram per hectare,0.2
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2017,3.0,Pesticides Use per area of cropland,Kilogram per hectare,0.2
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),2017,83.0,Pesticides Use per area of cropland,Kilogram per hectare,0.2
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,2017,272.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,2017,107.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2017,151.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),2017,530.0,Pesticides Use per area of cropland,Kilogram per hectare,0.09000000000000001
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,2017,698.0,Pesticides Use per area of cropland,Kilogram per hectare,0.49
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,2017,795.0,Pesticides Use per area of cropland,Kilogram per hectare,0.49
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2017,339.0,Pesticides Use per area of cropland,Kilogram per hectare,0.49
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2017,1832.0,Pesticides Use per area of cropland,Kilogram per hectare,0.49
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2017,138.0,Pesticides Use per area of cropland,Kilogram per hectare,1.06
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2017,261.0,Pesticides Use per area of cropland,Kilogram per hectare,1.06
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2017,277.0,Pesticides Use per area of cropland,Kilogram per hectare,1.06
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2017,676.0,Pesticides Use per area of cropland,Kilogram per hectare,1.06
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,2017,240.0,Pesticides Use per area of cropland,Kilogram per hectare,4.45
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,2017,279.0,Pesticides Use per area of cropland,Kilogram per hectare,4.45
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2017,288.0,Pesticides Use per area of cropland,Kilogram per hectare,4.45
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),2017,807.0,Pesticides Use per area of cropland,Kilogram per hectare,4.450000000000001
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,2017,9055.0,Pesticides Use per area of cropland,Kilogram per hectare,3.18
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,2017,13924.0,Pesticides Use per area of cropland,Kilogram per hectare,3.18
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2017,13183.0,Pesticides Use per area of cropland,Kilogram per hectare,3.18
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),2017,36162.0,Pesticides Use per area of cropland,Kilogram per hectare,3.18
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,2017,390.0,Pesticides Use per area of cropland,Kilogram per hectare,1.13
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,2017,1854.0,Pesticides Use per area of cropland,Kilogram per hectare,1.13
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2017,1804.0,Pesticides Use per area of cropland,Kilogram per hectare,1.13
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2017,4048.0,Pesticides Use per area of cropland,Kilogram per hectare,1.13
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,2017,1099.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,2017,549.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2017,360.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),2017,2008.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2018,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2018,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2018,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2018,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2018,668.0,Pesticides Use per area of cropland,Kilogram per hectare,3.36
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,2018,154.0,Pesticides Use per area of cropland,Kilogram per hectare,3.36
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2018,51.0,Pesticides Use per area of cropland,Kilogram per hectare,3.36
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),2018,873.0,Pesticides Use per area of cropland,Kilogram per hectare,3.3600000000000003
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,2018,61.0,Pesticides Use per area of cropland,Kilogram per hectare,0.16
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,2018,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.16
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2018,5.0,Pesticides Use per area of cropland,Kilogram per hectare,0.16
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),2018,67.0,Pesticides Use per area of cropland,Kilogram per hectare,0.16
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,2018,312.0,Pesticides Use per area of cropland,Kilogram per hectare,0.12
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,2018,137.0,Pesticides Use per area of cropland,Kilogram per hectare,0.12
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2018,216.0,Pesticides Use per area of cropland,Kilogram per hectare,0.12
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),2018,665.0,Pesticides Use per area of cropland,Kilogram per hectare,0.12
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,2018,739.0,Pesticides Use per area of cropland,Kilogram per hectare,0.45
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,2018,667.0,Pesticides Use per area of cropland,Kilogram per hectare,0.45
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2018,312.0,Pesticides Use per area of cropland,Kilogram per hectare,0.45
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2018,1718.0,Pesticides Use per area of cropland,Kilogram per hectare,0.45
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2018,134.0,Pesticides Use per area of cropland,Kilogram per hectare,1.03
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2018,254.0,Pesticides Use per area of cropland,Kilogram per hectare,1.03
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2018,269.0,Pesticides Use per area of cropland,Kilogram per hectare,1.03
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2018,657.0,Pesticides Use per area of cropland,Kilogram per hectare,1.03
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,2018,287.0,Pesticides Use per area of cropland,Kilogram per hectare,5.33
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,2018,335.0,Pesticides Use per area of cropland,Kilogram per hectare,5.33
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2018,348.0,Pesticides Use per area of cropland,Kilogram per hectare,5.33
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),2018,970.0,Pesticides Use per area of cropland,Kilogram per hectare,5.33
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,2018,8948.0,Pesticides Use per area of cropland,Kilogram per hectare,3.14
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,2018,13759.0,Pesticides Use per area of cropland,Kilogram per hectare,3.14
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2018,13026.0,Pesticides Use per area of cropland,Kilogram per hectare,3.14
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),2018,35733.0,Pesticides Use per area of cropland,Kilogram per hectare,3.14
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,2018,229.0,Pesticides Use per area of cropland,Kilogram per hectare,1.09
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,2018,1854.0,Pesticides Use per area of cropland,Kilogram per hectare,1.09
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2018,1804.0,Pesticides Use per area of cropland,Kilogram per hectare,1.09
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2018,3887.0,Pesticides Use per area of cropland,Kilogram per hectare,1.09
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,2018,1099.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,2018,549.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2018,360.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),2018,2008.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2019,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2019,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2019,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2019,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2019,757.0,Pesticides Use per area of cropland,Kilogram per hectare,3.8
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,2019,175.0,Pesticides Use per area of cropland,Kilogram per hectare,3.8
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2019,58.0,Pesticides Use per area of cropland,Kilogram per hectare,3.8
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),2019,990.0,Pesticides Use per area of cropland,Kilogram per hectare,3.8
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,2019,98.0,Pesticides Use per area of cropland,Kilogram per hectare,0.73
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,2019,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.73
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2019,14.0,Pesticides Use per area of cropland,Kilogram per hectare,0.73
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),2019,113.0,Pesticides Use per area of cropland,Kilogram per hectare,0.73
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,2019,353.0,Pesticides Use per area of cropland,Kilogram per hectare,0.14
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,2019,166.0,Pesticides Use per area of cropland,Kilogram per hectare,0.14
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2019,282.0,Pesticides Use per area of cropland,Kilogram per hectare,0.14
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),2019,801.0,Pesticides Use per area of cropland,Kilogram per hectare,0.14
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,2019,780.0,Pesticides Use per area of cropland,Kilogram per hectare,0.41
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,2019,538.0,Pesticides Use per area of cropland,Kilogram per hectare,0.41
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2019,285.0,Pesticides Use per area of cropland,Kilogram per hectare,0.41
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2019,1603.0,Pesticides Use per area of cropland,Kilogram per hectare,0.4099999999999999
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2019,146.0,Pesticides Use per area of cropland,Kilogram per hectare,1.12
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2019,276.0,Pesticides Use per area of cropland,Kilogram per hectare,1.12
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2019,292.0,Pesticides Use per area of cropland,Kilogram per hectare,1.12
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2019,714.0,Pesticides Use per area of cropland,Kilogram per hectare,1.12
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,2019,316.0,Pesticides Use per area of cropland,Kilogram per hectare,5.89
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,2019,368.0,Pesticides Use per area of cropland,Kilogram per hectare,5.89
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2019,386.0,Pesticides Use per area of cropland,Kilogram per hectare,5.89
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),2019,1070.0,Pesticides Use per area of cropland,Kilogram per hectare,5.890000000000001
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,2019,8975.0,Pesticides Use per area of cropland,Kilogram per hectare,3.15
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,2019,13801.0,Pesticides Use per area of cropland,Kilogram per hectare,3.15
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2019,13067.0,Pesticides Use per area of cropland,Kilogram per hectare,3.15
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),2019,35843.0,Pesticides Use per area of cropland,Kilogram per hectare,3.1499999999999995
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,2019,229.0,Pesticides Use per area of cropland,Kilogram per hectare,1.09
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,2019,1854.0,Pesticides Use per area of cropland,Kilogram per hectare,1.09
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2019,1804.0,Pesticides Use per area of cropland,Kilogram per hectare,1.09
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),2019,3887.0,Pesticides Use per area of cropland,Kilogram per hectare,1.09
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,2019,1099.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,2019,549.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2019,360.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),2019,2008.0,Pesticides Use per area of cropland,Kilogram per hectare,0.54
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,2020,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,2020,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2020,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),2020,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,2020,908.0,Pesticides Use per area of cropland,Kilogram per hectare,4.55
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,2020,210.0,Pesticides Use per area of cropland,Kilogram per hectare,4.55
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2020,70.0,Pesticides Use per area of cropland,Kilogram per hectare,4.55
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),2020,1188.0,Pesticides Use per area of cropland,Kilogram per hectare,4.55
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,2020,184.0,Pesticides Use per area of cropland,Kilogram per hectare,0.63
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,2020,2.0,Pesticides Use per area of cropland,Kilogram per hectare,0.63
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2020,35.0,Pesticides Use per area of cropland,Kilogram per hectare,0.63
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),2020,221.0,Pesticides Use per area of cropland,Kilogram per hectare,0.6300000000000001
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,2020,662.0,Pesticides Use per area of cropland,Kilogram per hectare,0.17
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,2020,145.0,Pesticides Use per area of cropland,Kilogram per hectare,0.17
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2020,182.0,Pesticides Use per area of cropland,Kilogram per hectare,0.17
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),2020,989.0,Pesticides Use per area of cropland,Kilogram per hectare,0.16999999999999998
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,2020,821.0,Pesticides Use per area of cropland,Kilogram per hectare,0.37
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,2020,410.0,Pesticides Use per area of cropland,Kilogram per hectare,0.37
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2020,257.0,Pesticides Use per area of cropland,Kilogram per hectare,0.37
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),2020,1488.0,Pesticides Use per area of cropland,Kilogram per hectare,0.36999999999999994
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,2020,162.0,Pesticides Use per area of cropland,Kilogram per hectare,1.24
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,2020,307.0,Pesticides Use per area of cropland,Kilogram per hectare,1.24
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,2020,325.0,Pesticides Use per area of cropland,Kilogram per hectare,1.24
